Found 2030 candidate functions.

[1/2030] Raw: 5.8163 | Validated: 5.8300%
[504/2030] Raw: 5.6122 | Validated: 5.8300%
[505/2030] Raw: 5.6122 | Validated: 5.8300%
[506/2030] Raw: 5.6122 | Validated: 5.8794%
[507/2030] Raw: 5.6122 | Validated: 5.8300%
[508/2030] Raw: 5.6122 | Validated: 5.8300%
[509/2030] Raw: 5.6122 | Validated: 5.8300%
[510/2030] Raw: 5.6122 | Validated: 5.8794%
[511/2030] Raw: 5.6122 | Validated: 5.8300%
[512/2030] Raw: 5.6122 | Validated: 5.8300%
[513/2030] Raw: 5.6122 | Validated: 5.8300%
[514/2030] Raw: 5.6122 | Validated: 5.8794%
[515/2030] Raw: 5.6122 | Validated: 5.8300%
[516/2030] Raw: 5.6122 | Validated: 5.8300%
[517/2030] Raw: 5.6122 | Validated: inf%
[518/2030] Raw: 5.6122 | Validated: inf%
[519/2030] Raw: 5.6122 | Validated: inf%
[520/2030] Raw: 5.6122 | Validated: inf%
[521/2030] Raw: 5.6122 | Validated: 5.8794%
[522/2030] Raw: 5.6122 | Validated: 5.8300%
[523/2030] Raw: 5.6122 | Validated: 5.8300%
[524/2030] Raw: 5.6122 | Validated: 5.8794%
[525/2030] Raw: 5.6122 | Validated: 5.8794%
[526/2030] Raw: 5.6122 | Validated: 5.8300%
[527/2030] Raw: 5.6122 | Validated: 5.8300%
[528/2030] Raw: 5.6122 | Validated: 5.8794%
[529/2030] Raw: 5.6122 | Validated: 5.8794%
[530/2030] Raw: 5.6122 | Validated: 5.8300%
[531/2030] Raw: 5.6122 | Validated: 5.8300%
[532/2030] Raw: 5.6122 | Validated: 5.8794%
[533/2030] Raw: 5.6122 | Validated: inf%
[534/2030] Raw: 5.6122 | Validated: 5.8794%
[535/2030] Raw: 5.6122 | Validated: 5.8300%
[536/2030] Raw: 5.6122 | Validated: 5.8794%
[537/2030] Raw: 5.6122 | Validated: 5.8300%
[538/2030] Raw: 5.6122 | Validated: 5.8794%
[539/2030] Raw: 5.6122 | Validated: 5.8794%
[540/2030] Raw: 5.6122 | Validated: 5.8794%
[541/2030] Raw: 5.6122 | Validated: 5.8794%
[542/2030] Raw: 5.6122 | Validated: 5.8300%
[543/2030] Raw: 5.6122 | Validated: 5.8794%
[544/2030] Raw: 5.6122 | Validated: 5.8794%
[545/2030] Raw: 5.6122 | Validated: 5.8794%
[546/2030] Raw: 5.6122 | Validated: 5.8300%
[547/2030] Raw: 5.6122 | Validated: 5.8794%
[548/2030] Raw: 5.6122 | Validated: 5.8794%
[549/2030] Raw: 5.6122 | Validated: 5.8794%
[550/2030] Raw: 5.6122 | Validated: 5.8794%
[551/2030] Raw: 5.6122 | Validated: 5.8300%
[552/2030] Raw: 5.6122 | Validated: 5.8794%
[553/2030] Raw: 5.6122 | Validated: 5.8794%
[554/2030] Raw: 5.6122 | Validated: 5.8794%
[555/2030] Raw: 5.6122 | Validated: 5.8794%
[556/2030] Raw: 5.6122 | Validated: 5.8300%
[557/2030] Raw: 5.6122 | Validated: inf%
[558/2030] Raw: 5.6122 | Validated: inf%
[559/2030] Raw: 5.6122 | Validated: inf%
[560/2030] Raw: 5.6122 | Validated: inf%
[561/2030] Raw: 5.6122 | Validated: 5.8794%
[562/2030] Raw: 5.6122 | Validated: 5.9783%
[563/2030] Raw: 5.6122 | Validated: 5.8794%
[564/2030] Raw: 5.6122 | Validated: 5.8794%
[565/2030] Raw: 5.6122 | Validated: 5.8794%
[566/2030] Raw: 5.6122 | Validated: 5.9783%
[567/2030] Raw: 5.6122 | Validated: 5.8794%
[568/2030] Raw: 5.6122 | Validated: 5.8794%
[569/2030] Raw: 5.6122 | Validated: 5.8794%
[570/2030] Raw: 5.6122 | Validated: 5.8794%
[571/2030] Raw: 5.6122 | Validated: 5.9783%
[572/2030] Raw: 5.6122 | Validated: 5.8794%
[573/2030] Raw: 5.6122 | Validated: 5.8794%
[574/2030] Raw: 5.6122 | Validated: 5.9783%
[575/2030] Raw: 5.6122 | Validated: 5.8794%
[576/2030] Raw: 5.6122 | Validated: 5.8794%
[577/2030] Raw: 5.6122 | Validated: inf%
[578/2030] Raw: 5.6122 | Validated: 5.9783%
[579/2030] Raw: 5.6122 | Validated: 5.8794%
[580/2030] Raw: 5.6122 | Validated: 5.8794%
[581/2030] Raw: 5.6122 | Validated: 5.8794%
[582/2030] Raw: 5.6122 | Validated: 5.9783%
[583/2030] Raw: 5.6122 | Validated: 5.8794%
[584/2030] Raw: 5.6122 | Validated: 5.8794%
[585/2030] Raw: 5.6122 | Validated: 5.8794%
[586/2030] Raw: 5.6122 | Validated: 5.8794%
[587/2030] Raw: 5.6122 | Validated: 5.9783%
[588/2030] Raw: 5.6122 | Validated: 5.8794%
[589/2030] Raw: 5.6122 | Validated: 5.8794%
[590/2030] Raw: 5.6122 | Validated: 5.8794%
[591/2030] Raw: 5.6122 | Validated: 5.9783%
[592/2030] Raw: 5.6122 | Validated: 5.8794%
[593/2030] Raw: 5.6122 | Validated: 5.8794%
[594/2030] Raw: 5.6122 | Validated: 5.8794%
[595/2030] Raw: 5.6122 | Validated: 5.9783%
[596/2030] Raw: 5.6122 | Validated: 5.8794%
[597/2030] Raw: 5.6122 | Validated: inf%
[598/2030] Raw: 5.6122 | Validated: inf%
[599/2030] Raw: 5.6122 | Validated: inf%
[600/2030] Raw: 5.6122 | Validated: inf%
[601/2030] Raw: 5.6122 | Validated: 5.8794%
[602/2030] Raw: 5.6122 | Validated: 5.8794%
[603/2030] Raw: 5.6122 | Validated: 5.8794%
[604/2030] Raw: 5.6122 | Validated: 5.8794%
[605/2030] Raw: 5.6122 | Validated: 5.8794%
[606/2030] Raw: 5.6122 | Validated: 5.8794%
[607/2030] Raw: 5.6122 | Validated: 5.8794%
[608/2030] Raw: 5.6122 | Validated: 5.8794%
[609/2030] Raw: 5.6122 | Validated: 5.8794%
[610/2030] Raw: 5.6122 | Validated: 5.8794%
[611/2030] Raw: 5.6122 | Validated: 5.8794%
[612/2030] Raw: 5.6122 | Validated: 5.8794%
[613/2030] Raw: 5.6122 | Validated: 5.8794%
[614/2030] Raw: 5.6122 | Validated: 5.8794%
[615/2030] Raw: 5.6122 | Validated: 5.8794%
[616/2030] Raw: 5.6122 | Validated: 5.8794%
[617/2030] Raw: 5.6122 | Validated: 5.8794%
[618/2030] Raw: 5.6122 | Validated: 5.8794%
[619/2030] Raw: 5.6122 | Validated: 5.8794%
[620/2030] Raw: 5.6122 | Validated: 5.8794%
[621/2030] Raw: 5.6122 | Validated: 5.8794%
[622/2030] Raw: 5.6122 | Validated: 5.8794%
[623/2030] Raw: 5.6122 | Validated: 5.8794%
[624/2030] Raw: 5.6122 | Validated: 5.8794%
[625/2030] Raw: 5.6122 | Validated: 5.8794%
[626/2030] Raw: 5.6122 | Validated: 5.8794%
[627/2030] Raw: 5.6122 | Validated: 5.8794%
[628/2030] Raw: 5.6122 | Validated: 5.8794%
[629/2030] Raw: 5.6122 | Validated: 5.8794%
[630/2030] Raw: 5.6122 | Validated: 5.8794%
[631/2030] Raw: 5.6122 | Validated: 5.8794%
[632/2030] Raw: 5.6122 | Validated: 5.8794%
[633/2030] Raw: 5.6122 | Validated: 5.8794%
[634/2030] Raw: 5.6122 | Validated: 5.8794%
[635/2030] Raw: 5.6122 | Validated: 5.8794%
[636/2030] Raw: 5.6122 | Validated: 5.8794%
[637/2030] Raw: 5.6122 | Validated: inf%
[638/2030] Raw: 5.6122 | Validated: 5.8794%
[639/2030] Raw: 5.6122 | Validated: inf%
[640/2030] Raw: 5.6122 | Validated: inf%
[641/2030] Raw: 5.6122 | Validated: 5.8794%
[642/2030] Raw: 5.6122 | Validated: 5.8794%
[643/2030] Raw: 5.6122 | Validated: 5.8794%
[644/2030] Raw: 5.6122 | Validated: 5.8794%
[645/2030] Raw: 5.6122 | Validated: 5.8794%
[646/2030] Raw: 5.6122 | Validated: 5.8794%
[647/2030] Raw: 5.6122 | Validated: 5.8794%
[648/2030] Raw: 5.6122 | Validated: 5.8794%
[649/2030] Raw: 5.6122 | Validated: 5.8794%
[650/2030] Raw: 5.6122 | Validated: 5.8794%
[651/2030] Raw: 5.6122 | Validated: 5.8794%
[652/2030] Raw: 5.6122 | Validated: 5.8794%
[653/2030] Raw: 5.6122 | Validated: 5.8794%
[654/2030] Raw: 5.6122 | Validated: 5.8794%
[655/2030] Raw: 5.6122 | Validated: 5.8794%
[656/2030] Raw: 5.6122 | Validated: 5.8794%
[657/2030] Raw: 5.6122 | Validated: 5.8794%
[658/2030] Raw: 5.6122 | Validated: 5.8794%
[659/2030] Raw: 5.6122 | Validated: 5.8794%
[660/2030] Raw: 5.6122 | Validated: 5.8794%
[661/2030] Raw: 5.6122 | Validated: inf%
[662/2030] Raw: 5.6122 | Validated: 5.8794%
[663/2030] Raw: 5.6122 | Validated: 5.8300%
[664/2030] Raw: 5.6122 | Validated: 5.8794%
[665/2030] Raw: 5.6122 | Validated: 5.8794%
[666/2030] Raw: 5.6122 | Validated: 5.8794%
[667/2030] Raw: 5.6122 | Validated: 5.8300%
[668/2030] Raw: 5.6122 | Validated: 5.8794%
[669/2030] Raw: 5.6122 | Validated: 5.8794%
[670/2030] Raw: 5.6122 | Validated: 5.8794%
[671/2030] Raw: 5.6122 | Validated: 5.8300%
[672/2030] Raw: 5.6122 | Validated: 5.8794%
[673/2030] Raw: 5.6122 | Validated: 5.8794%
[674/2030] Raw: 5.6122 | Validated: 5.8794%
[675/2030] Raw: 5.6122 | Validated: 5.8300%
[676/2030] Raw: 5.6122 | Validated: 5.8794%
[677/2030] Raw: 5.6122 | Validated: inf%
[678/2030] Raw: 5.6122 | Validated: inf%
[679/2030] Raw: 5.6122 | Validated: inf%
[680/2030] Raw: 5.6122 | Validated: inf%
[681/2030] Raw: 5.6122 | Validated: 5.8794%
[682/2030] Raw: 5.6122 | Validated: 5.8300%
[683/2030] Raw: 5.6122 | Validated: 5.8794%
[684/2030] Raw: 5.6122 | Validated: 5.8300%
[685/2030] Raw: 5.6122 | Validated: 5.8794%
[686/2030] Raw: 5.6122 | Validated: 5.8300%
[687/2030] Raw: 5.6122 | Validated: 5.8794%
[688/2030] Raw: 5.6122 | Validated: 5.8300%
[689/2030] Raw: 5.6122 | Validated: 5.8794%
[690/2030] Raw: 5.6122 | Validated: 5.8300%
[691/2030] Raw: 5.6122 | Validated: 5.8794%
[692/2030] Raw: 5.6122 | Validated: 5.8300%
[693/2030] Raw: 5.6122 | Validated: 5.8794%
[694/2030] Raw: 5.6122 | Validated: 5.8300%
[695/2030] Raw: 5.6122 | Validated: 5.8794%
[696/2030] Raw: 5.6122 | Validated: 5.8300%
[697/2030] Raw: 5.6122 | Validated: 5.8300%
[698/2030] Raw: 5.6122 | Validated: 5.8794%
[699/2030] Raw: 5.6122 | Validated: 5.8794%
[700/2030] Raw: 5.6122 | Validated: 5.8300%
[701/2030] Raw: 5.6122 | Validated: 5.8300%
[702/2030] Raw: 5.6122 | Validated: 5.8794%
[703/2030] Raw: 5.6122 | Validated: 5.8794%
[704/2030] Raw: 5.6122 | Validated: 5.8300%
[705/2030] Raw: 5.6122 | Validated: 5.8300%
[706/2030] Raw: 5.6122 | Validated: 5.8794%
[707/2030] Raw: 5.6122 | Validated: 5.8794%
[708/2030] Raw: 5.6122 | Validated: 5.8300%
[709/2030] Raw: 5.5102 | Validated: 5.7312%
[710/2030] Raw: 5.6122 | Validated: 5.8794%
[711/2030] Raw: 5.6122 | Validated: 5.8794%
[712/2030] Raw: 5.6122 | Validated: 5.8300%
[713/2030] Raw: 5.5102 | Validated: 5.7312%
[714/2030] Raw: 5.6122 | Validated: 5.8794%
[715/2030] Raw: 5.6122 | Validated: 5.8300%
[716/2030] Raw: 5.6122 | Validated: 5.8794%
[717/2030] Raw: 5.5102 | Validated: inf%
[718/2030] Raw: 5.6122 | Validated: inf%
[719/2030] Raw: 5.6122 | Validated: inf%
[720/2030] Raw: 5.6122 | Validated: inf%
[721/2030] Raw: 5.5102 | Validated: 5.7312%
[722/2030] Raw: 5.6122 | Validated: 5.8300%
[723/2030] Raw: 5.5102 | Validated: 5.7312%
[724/2030] Raw: 5.6122 | Validated: 5.8300%
[725/2030] Raw: 5.5102 | Validated: 5.7312%
[726/2030] Raw: 5.6122 | Validated: 5.8300%
[727/2030] Raw: 5.5102 | Validated: 5.7312%
[728/2030] Raw: 5.6122 | Validated: 5.8300%
[729/2030] Raw: 5.6122 | Validated: 5.8794%
[730/2030] Raw: 5.5102 | Validated: inf%
[731/2030] Raw: 5.5102 | Validated: 5.7312%
[732/2030] Raw: 5.6122 | Validated: 5.8300%
[733/2030] Raw: 5.6122 | Validated: 5.8794%
[734/2030] Raw: 5.5102 | Validated: 5.7312%
[735/2030] Raw: 5.5102 | Validated: 5.7312%
[736/2030] Raw: 5.6122 | Validated: 5.7312%
[737/2030] Raw: 5.6122 | Validated: 5.8794%
[738/2030] Raw: 5.5102 | Validated: 5.7312%
[739/2030] Raw: 5.5102 | Validated: 5.7312%
[740/2030] Raw: 5.5102 | Validated: 5.8300%
[741/2030] Raw: 5.6122 | Validated: 5.7806%
[742/2030] Raw: 5.5102 | Validated: 5.7312%
[743/2030] Raw: 5.5102 | Validated: 5.7312%
[744/2030] Raw: 5.5102 | Validated: 5.8300%
[745/2030] Raw: 5.6122 | Validated: 5.7806%
[746/2030] Raw: 5.5102 | Validated: 5.8300%
[747/2030] Raw: 5.5102 | Validated: 5.7312%
[748/2030] Raw: 5.5102 | Validated: 5.7312%
[749/2030] Raw: 5.6122 | Validated: 5.7806%
[750/2030] Raw: 5.5102 | Validated: 5.8300%
[751/2030] Raw: 5.5102 | Validated: 5.7312%
[752/2030] Raw: 5.5102 | Validated: 5.7312%
[753/2030] Raw: 5.6122 | Validated: 5.7806%
[754/2030] Raw: 5.5102 | Validated: 5.8300%
[755/2030] Raw: 5.5102 | Validated: 5.7312%
[756/2030] Raw: 5.5102 | Validated: 5.7312%
[757/2030] Raw: 5.6122 | Validated: inf%
[758/2030] Raw: 5.5102 | Validated: inf%
[759/2030] Raw: 5.5102 | Validated: inf%
[760/2030] Raw: 5.5102 | Validated: inf%
[761/2030] Raw: 5.5102 | Validated: 5.8300%
[762/2030] Raw: 5.5102 | Validated: 5.7312%
[763/2030] Raw: 5.5102 | Validated: 5.7312%
[764/2030] Raw: 5.5102 | Validated: 5.8300%
[765/2030] Raw: 5.5102 | Validated: 5.8300%
[766/2030] Raw: 5.5102 | Validated: 5.7312%
[767/2030] Raw: 5.5102 | Validated: 5.7312%
[768/2030] Raw: 5.5102 | Validated: 5.8300%
[769/2030] Raw: 5.5102 | Validated: 5.8300%
[770/2030] Raw: 5.5102 | Validated: 5.7312%
[771/2030] Raw: 5.5102 | Validated: 5.7312%
[772/2030] Raw: 5.5102 | Validated: 5.8300%
[773/2030] Raw: 5.5102 | Validated: 5.8300%
[774/2030] Raw: 5.5102 | Validated: 5.7312%
[775/2030] Raw: 5.5102 | Validated: 5.7312%
[776/2030] Raw: 5.5102 | Validated: 5.8300%
[777/2030] Raw: 5.5102 | Validated: 5.8300%
[778/2030] Raw: 5.5102 | Validated: 5.7312%
[779/2030] Raw: 5.5102 | Validated: 5.7312%
[780/2030] Raw: 5.5102 | Validated: 5.8300%
[781/2030] Raw: 5.5102 | Validated: 5.8300%
[782/2030] Raw: 5.5102 | Validated: 5.7312%
[783/2030] Raw: 5.5102 | Validated: 5.8300%
[784/2030] Raw: 5.5102 | Validated: 5.7312%
[785/2030] Raw: 5.5102 | Validated: 5.8300%
[786/2030] Raw: 5.5102 | Validated: 5.7312%
[787/2030] Raw: 5.5102 | Validated: 5.7312%
[788/2030] Raw: 5.5102 | Validated: 5.8300%
[789/2030] Raw: 5.5102 | Validated: 5.8300%
[790/2030] Raw: 5.5102 | Validated: 5.7312%
[791/2030] Raw: 5.5102 | Validated: 5.7312%
[792/2030] Raw: 5.5102 | Validated: 5.8300%
[793/2030] Raw: 5.5102 | Validated: 5.8300%
[794/2030] Raw: 5.5102 | Validated: 5.7312%
[795/2030] Raw: 5.5102 | Validated: inf%
[796/2030] Raw: 5.5102 | Validated: 5.8300%
[797/2030] Raw: 5.5102 | Validated: inf%
[798/2030] Raw: 5.5102 | Validated: inf%
[799/2030] Raw: 5.5102 | Validated: inf%
[800/2030] Raw: 5.5102 | Validated: inf%
[801/2030] Raw: 5.5102 | Validated: 5.8300%
[802/2030] Raw: 5.5102 | Validated: 5.7312%
[803/2030] Raw: 5.5102 | Validated: 5.7312%
[804/2030] Raw: 5.5102 | Validated: 5.8300%
[805/2030] Raw: 5.5102 | Validated: 5.8300%
[806/2030] Raw: 5.5102 | Validated: 5.7312%
[807/2030] Raw: 5.5102 | Validated: 5.8300%
[808/2030] Raw: 5.5102 | Validated: 5.7312%
[809/2030] Raw: 5.5102 | Validated: 5.8300%
[810/2030] Raw: 5.5102 | Validated: 5.7312%
[811/2030] Raw: 5.5102 | Validated: 5.8300%
[812/2030] Raw: 5.5102 | Validated: 5.7312%
[813/2030] Raw: 5.5102 | Validated: 5.8300%
[814/2030] Raw: 5.5102 | Validated: 5.7312%
[815/2030] Raw: 5.5102 | Validated: 5.8300%
[816/2030] Raw: 5.5102 | Validated: 5.7312%
[817/2030] Raw: 5.5102 | Validated: 5.8300%
[818/2030] Raw: 5.5102 | Validated: 5.7312%
[819/2030] Raw: 5.5102 | Validated: 5.7312%
[820/2030] Raw: 5.5102 | Validated: 5.8300%
[821/2030] Raw: 5.5102 | Validated: 5.7312%
[822/2030] Raw: 5.5102 | Validated: 5.8300%
[823/2030] Raw: 5.5102 | Validated: 5.8300%
[824/2030] Raw: 5.5102 | Validated: 5.7312%
[825/2030] Raw: 5.5102 | Validated: 5.8300%
[826/2030] Raw: 5.5102 | Validated: 5.7312%
[827/2030] Raw: 5.5102 | Validated: 5.8300%
[828/2030] Raw: 5.5102 | Validated: 5.7312%
[829/2030] Raw: 5.5102 | Validated: 5.8300%
[830/2030] Raw: 5.5102 | Validated: 5.8300%
[831/2030] Raw: 5.5102 | Validated: 5.7312%
[832/2030] Raw: 5.5102 | Validated: 5.7312%
[833/2030] Raw: 5.5102 | Validated: 5.7312%
[834/2030] Raw: 5.5102 | Validated: 5.8300%
[835/2030] Raw: 5.5102 | Validated: inf%
[836/2030] Raw: 5.5102 | Validated: 5.7312%
[837/2030] Raw: 5.5102 | Validated: inf%
[838/2030] Raw: 5.5102 | Validated: inf%
[839/2030] Raw: 5.5102 | Validated: inf%
[840/2030] Raw: 5.5102 | Validated: inf%
[841/2030] Raw: 5.5102 | Validated: 5.8300%
[842/2030] Raw: 5.5102 | Validated: 5.8300%
[843/2030] Raw: 5.5102 | Validated: 5.7312%
[844/2030] Raw: 5.5102 | Validated: 5.7312%
[845/2030] Raw: 5.5102 | Validated: 5.8300%
[846/2030] Raw: 5.5102 | Validated: 5.8300%
[847/2030] Raw: 5.5102 | Validated: 5.7312%
[848/2030] Raw: 5.5102 | Validated: 5.7312%
[849/2030] Raw: 5.5102 | Validated: 5.8300%
[850/2030] Raw: 5.5102 | Validated: 5.7312%
[851/2030] Raw: 5.5102 | Validated: 5.8300%
[852/2030] Raw: 5.5102 | Validated: 5.7312%
[853/2030] Raw: 5.5102 | Validated: 5.8300%
[854/2030] Raw: 5.5102 | Validated: 5.8300%
[855/2030] Raw: 5.5102 | Validated: 5.7312%
[856/2030] Raw: 5.5102 | Validated: 5.7312%
[857/2030] Raw: 5.5102 | Validated: 5.8300%
[858/2030] Raw: 5.5102 | Validated: 5.7312%
[859/2030] Raw: 5.5102 | Validated: 5.8300%
[860/2030] Raw: 5.5102 | Validated: 5.7312%
[861/2030] Raw: 5.5102 | Validated: 5.8300%
[862/2030] Raw: 5.5102 | Validated: 5.7312%
[863/2030] Raw: 5.5102 | Validated: 5.8300%
[864/2030] Raw: 5.5102 | Validated: 5.8300%
[865/2030] Raw: 5.5102 | Validated: 5.7312%
[866/2030] Raw: 5.5102 | Validated: 5.7312%
[867/2030] Raw: 5.5102 | Validated: 5.8300%
[868/2030] Raw: 5.5102 | Validated: 5.8300%
[869/2030] Raw: 5.5102 | Validated: 5.7312%
[870/2030] Raw: 5.5102 | Validated: 5.7312%
[871/2030] Raw: 5.5102 | Validated: 5.8300%
[872/2030] Raw: 5.5102 | Validated: 5.8300%
[873/2030] Raw: 5.5102 | Validated: 5.7312%
[874/2030] Raw: 5.5102 | Validated: 5.8300%
[875/2030] Raw: 5.5102 | Validated: 5.7312%
[876/2030] Raw: 5.5102 | Validated: inf%
[877/2030] Raw: 5.5102 | Validated: 5.7312%
[878/2030] Raw: 5.5102 | Validated: inf%
[879/2030] Raw: 5.5102 | Validated: 5.7312%
[880/2030] Raw: 5.5102 | Validated: inf%
[881/2030] Raw: 5.5102 | Validated: 5.8300%
[882/2030] Raw: 5.5102 | Validated: 5.7312%
[883/2030] Raw: 5.5102 | Validated: 5.8300%
[884/2030] Raw: 5.5102 | Validated: 5.7312%
[885/2030] Raw: 5.5102 | Validated: 5.8300%
[886/2030] Raw: 5.5102 | Validated: 5.7312%
[887/2030] Raw: 5.5102 | Validated: 5.8300%
[888/2030] Raw: 5.5102 | Validated: 5.7312%
[889/2030] Raw: 5.5102 | Validated: 5.8300%
[890/2030] Raw: 5.5102 | Validated: 5.7312%
[891/2030] Raw: 5.5102 | Validated: 5.8300%
[892/2030] Raw: 5.5102 | Validated: 5.7312%
[893/2030] Raw: 5.5102 | Validated: 5.8300%
[894/2030] Raw: 5.5102 | Validated: 5.8300%
[895/2030] Raw: 5.5102 | Validated: 5.7312%
[896/2030] Raw: 5.5102 | Validated: 5.7312%
[897/2030] Raw: 5.5102 | Validated: 5.8300%
[898/2030] Raw: 5.5102 | Validated: 5.8300%
[899/2030] Raw: 5.5102 | Validated: 5.7312%
[900/2030] Raw: 5.5102 | Validated: 5.7312%
[901/2030] Raw: 5.5102 | Validated: 5.8300%
[902/2030] Raw: 5.5102 | Validated: 5.8300%
[903/2030] Raw: 5.5102 | Validated: 5.7312%
[904/2030] Raw: 5.5102 | Validated: 5.7312%
[905/2030] Raw: 5.5102 | Validated: 5.8300%
[906/2030] Raw: 5.5102 | Validated: 5.8300%
[907/2030] Raw: 5.5102 | Validated: 5.7312%
[908/2030] Raw: 5.5102 | Validated: 5.8300%
[909/2030] Raw: 5.5102 | Validated: 5.7312%
[910/2030] Raw: 5.5102 | Validated: 5.8300%
[911/2030] Raw: 5.5102 | Validated: 5.7312%
[912/2030] Raw: 5.5102 | Validated: 5.8300%
[913/2030] Raw: 5.5102 | Validated: 5.7312%
[914/2030] Raw: 5.5102 | Validated: 5.8300%
[915/2030] Raw: 5.5102 | Validated: inf%
[916/2030] Raw: 5.5102 | Validated: 5.7312%
[917/2030] Raw: 5.5102 | Validated: 5.7312%
[918/2030] Raw: 5.5102 | Validated: 5.8300%
[919/2030] Raw: 5.5102 | Validated: inf%
[920/2030] Raw: 5.5102 | Validated: inf%
[921/2030] Raw: 5.5102 | Validated: 5.8300%
[922/2030] Raw: 5.5102 | Validated: 5.6324%
[923/2030] Raw: 5.5102 | Validated: 5.8300%
[924/2030] Raw: 5.5102 | Validated: 5.7312%
[925/2030] Raw: 5.5102 | Validated: 5.8300%
[926/2030] Raw: 5.5102 | Validated: 5.7312%
[927/2030] Raw: 5.5102 | Validated: 5.8300%
[928/2030] Raw: 5.5102 | Validated: 5.7312%
[929/2030] Raw: 5.5102 | Validated: 5.8300%
[930/2030] Raw: 5.5102 | Validated: 5.6324%
[931/2030] Raw: 5.5102 | Validated: 5.8300%
[932/2030] Raw: 5.5102 | Validated: 5.7312%
[933/2030] Raw: 5.5102 | Validated: 5.8300%
[934/2030] Raw: 5.5102 | Validated: 5.6324%
[935/2030] Raw: 5.5102 | Validated: 5.8300%
[936/2030] Raw: 5.5102 | Validated: 5.7312%
[937/2030] Raw: 5.5102 | Validated: 5.8300%
[938/2030] Raw: 5.5102 | Validated: 5.8300%
[939/2030] Raw: 5.5102 | Validated: 5.6324%
[940/2030] Raw: 5.5102 | Validated: 5.7312%
[941/2030] Raw: 5.5102 | Validated: 5.8300%
[942/2030] Raw: 5.5102 | Validated: 5.8300%
[943/2030] Raw: 5.5102 | Validated: 5.6324%
[944/2030] Raw: 5.5102 | Validated: 5.7312%
[945/2030] Raw: 5.5102 | Validated: 5.8300%
[946/2030] Raw: 5.5102 | Validated: 5.8300%
[947/2030] Raw: 5.5102 | Validated: 5.6324%
[948/2030] Raw: 5.5102 | Validated: 5.7312%
[949/2030] Raw: 5.5102 | Validated: 5.8300%
[950/2030] Raw: 5.5102 | Validated: 5.8300%
[951/2030] Raw: 5.5102 | Validated: 5.6324%
[952/2030] Raw: 5.5102 | Validated: 5.7312%
[953/2030] Raw: 5.5102 | Validated: 5.8300%
[954/2030] Raw: 5.5102 | Validated: 5.8300%
[955/2030] Raw: 5.4082 | Validated: 5.6324%
[956/2030] Raw: 5.5102 | Validated: inf%
[957/2030] Raw: 5.5102 | Validated: 5.7312%
[958/2030] Raw: 5.5102 | Validated: 5.8300%
[959/2030] Raw: 5.4082 | Validated: inf%
[960/2030] Raw: 5.5102 | Validated: inf%
[961/2030] Raw: 5.5102 | Validated: 5.8300%
[962/2030] Raw: 5.4082 | Validated: 5.6324%
[963/2030] Raw: 5.5102 | Validated: 5.8300%
[964/2030] Raw: 5.4082 | Validated: 5.6324%
[965/2030] Raw: 5.5102 | Validated: 5.8300%
[966/2030] Raw: 5.4082 | Validated: 5.6324%
[967/2030] Raw: 5.5102 | Validated: 5.8300%
[968/2030] Raw: 5.4082 | Validated: inf%
[969/2030] Raw: 5.5102 | Validated: 5.8300%
[970/2030] Raw: 5.5102 | Validated: 5.8300%
[971/2030] Raw: 5.4082 | Validated: 5.6324%
[972/2030] Raw: 5.4082 | Validated: 5.6324%
[973/2030] Raw: 5.5102 | Validated: 5.8300%
[974/2030] Raw: 5.5102 | Validated: 5.8300%
[975/2030] Raw: 5.4082 | Validated: 5.6324%
[976/2030] Raw: 5.5102 | Validated: 5.8300%
[977/2030] Raw: 5.4082 | Validated: 5.6324%
[978/2030] Raw: 5.5102 | Validated: 5.8300%
[979/2030] Raw: 5.4082 | Validated: 5.6324%
[980/2030] Raw: 5.5102 | Validated: 5.8300%
[981/2030] Raw: 5.4082 | Validated: 5.6324%
[982/2030] Raw: 5.5102 | Validated: 5.8300%
[983/2030] Raw: 5.4082 | Validated: 5.6324%
[984/2030] Raw: 5.5102 | Validated: 5.8300%
[985/2030] Raw: 5.4082 | Validated: 5.6324%
[986/2030] Raw: 5.5102 | Validated: 5.8300%
[987/2030] Raw: 5.4082 | Validated: 5.6324%
[988/2030] Raw: 5.5102 | Validated: 5.8300%
[989/2030] Raw: 5.4082 | Validated: 5.6324%
[990/2030] Raw: 5.5102 | Validated: 5.8300%
[991/2030] Raw: 5.4082 | Validated: 5.6324%
[992/2030] Raw: 5.5102 | Validated: 5.8300%
[993/2030] Raw: 5.5102 | Validated: 5.6818%
[994/2030] Raw: 5.4082 | Validated: 5.6324%
[995/2030] Raw: 5.4082 | Validated: 5.6324%
[996/2030] Raw: 5.5102 | Validated: 5.8300%
[997/2030] Raw: 5.5102 | Validated: inf%
[998/2030] Raw: 5.4082 | Validated: 5.6324%
[999/2030] Raw: 5.4082 | Validated: 5.6324%
[1000/2030] Raw: 5.4082 | Validated: inf%
[1001/2030] Raw: 5.4082 | Validated: 5.6324%
[1002/2030] Raw: 5.4082 | Validated: 5.6324%
[1003/2030] Raw: 5.4082 | Validated: 5.6324%
[1004/2030] Raw: 5.4082 | Validated: 5.6324%
[1005/2030] Raw: 5.4082 | Validated: 5.6324%
[1006/2030] Raw: 5.4082 | Validated: 5.6324%
